path,label,source_path
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1661.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1661.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3311.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3311.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5685.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5685.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3595.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3595.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3056.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3056.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5096.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5096.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4675.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4675.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3173.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3173.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2838.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2838.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5354.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5354.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4471.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4471.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2753.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2753.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2789.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2789.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2670.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2670.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5359.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5359.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2801.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2801.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4801.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4801.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-916.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-916.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1911.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1911.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3636.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3636.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4505.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4505.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4983.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4983.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5737.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5737.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2064.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2064.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5954.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5954.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2514.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2514.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2616.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2616.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1712.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1712.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2523.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2523.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5662.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5662.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1237.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1237.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1954.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1954.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3337.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3337.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5909.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5909.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5872.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5872.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4810.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4810.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2232.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2232.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2682.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2682.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3258.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3258.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5249.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5249.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4239.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4239.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4969.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4969.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3903.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3903.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2268.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2268.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4664.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4664.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5388.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5388.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2559.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2559.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1243.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1243.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-383.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-383.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4084.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4084.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2181.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2181.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5365.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5365.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3506.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3506.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3384.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3384.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2677.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2677.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3423.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3423.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5999.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5999.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4243.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4243.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5613.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5613.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-176.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-176.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-780.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-780.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3546.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3546.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4556.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4556.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2207.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2207.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3418.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3418.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5006.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5006.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1376.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1376.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4396.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4396.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4560.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4560.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4285.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4285.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-275.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-275.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3664.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3664.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4220.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4220.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1961.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1961.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5207.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5207.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5997.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5997.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-999.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-999.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1433.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1433.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3807.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3807.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4961.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4961.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5173.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5173.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1052.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1052.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2973.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2973.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5853.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5853.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5109.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5109.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5574.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5574.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2152.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2152.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-72.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-72.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3603.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3603.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3537.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3537.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4125.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4125.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3167.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3167.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3653.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3653.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3204.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3204.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1893.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1893.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-416.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-416.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3747.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3747.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3441.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3441.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2129.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2129.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2434.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2434.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4231.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4231.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1442.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1442.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-438.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-438.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-538.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-538.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5091.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5091.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2978.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2978.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1797.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1797.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1899.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1899.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5063.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5063.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3397.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3397.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1698.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1698.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-789.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-789.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1356.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1356.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3792.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3792.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2496.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2496.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2172.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2172.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5420.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5420.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-117.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-117.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4739.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4739.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5177.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5177.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2944.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2944.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4047.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4047.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1874.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1874.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4571.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4571.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3803.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3803.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3584.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3584.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5775.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5775.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-5694.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-5694.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4452.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4452.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1026.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1026.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3409.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3409.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2205.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2205.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4980.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4980.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3293.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3293.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2416.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2416.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-1622.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-1622.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3474.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3474.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-128.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-128.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3188.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3188.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4618.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4618.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4312.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4312.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-2737.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-2737.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-4803.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-4803.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-3661.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-3661.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-844.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-844.png
data\processed\labelled_4232\Lung_Opacity\images\Lung_Opacity-319.png,Lung_Opacity,data\raw\radiography\COVID-19_Radiography_Dataset\Lung_Opacity\images\Lung_Opacity-319.png
