path,source_path
data\processed\unlabelled_16934\images\unlabelled_06184_898ae11897.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S09720_ses-E16981_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_06185_3b844d7743.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_8.png
data\processed\unlabelled_16934\images\unlabelled_06186_439c1da4d6.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (725).png
data\processed\unlabelled_16934\images\unlabelled_06187_df5a64a6c9.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (8210).png
data\processed\unlabelled_16934\images\unlabelled_06188_e1454fdc6b.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\Normal\images\Normal (37).png
data\processed\unlabelled_16934\images\unlabelled_06189_eec7e66b2c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4186).png
data\processed\unlabelled_16934\images\unlabelled_06190_cbcbbe73f3.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Val\COVID-19\images\covid_2541.png
data\processed\unlabelled_16934\images\unlabelled_06191_536ab6a528.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\COVID-19\images\covid_2986.png
data\processed\unlabelled_16934\images\unlabelled_06192_75e5acb263.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\covid_2466.png
data\processed\unlabelled_16934\images\unlabelled_06193_afd2740919.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8923).png
data\processed\unlabelled_16934\images\unlabelled_06194_86de213e36.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_1585.png
data\processed\unlabelled_16934\images\unlabelled_06195_68651cca7d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11017_ses-E22459_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_06196_7d14b139f3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9795).png
data\processed\unlabelled_16934\images\unlabelled_06197_19fb11bbcd.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5304).png
data\processed\unlabelled_16934\images\unlabelled_06198_70e7184dd1.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (11291).png
data\processed\unlabelled_16934\images\unlabelled_06199_2994c1e763.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3342.png
data\processed\unlabelled_16934\images\unlabelled_06200_48120fee17.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3690).png
data\processed\unlabelled_16934\images\unlabelled_06201_1cae4ad0be.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10651_ses-E20684_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_06202_9bf13b97ad.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (1754).png
data\processed\unlabelled_16934\images\unlabelled_06203_1d0a71ea63.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9522).png
data\processed\unlabelled_16934\images\unlabelled_06204_f0208e6309.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S09558_ses-E20749_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_06205_daa6514696.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8605).png
data\processed\unlabelled_16934\images\unlabelled_06206_7e8f713235.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_4323.png
data\processed\unlabelled_16934\images\unlabelled_06207_2d38a83b66.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8961).png
data\processed\unlabelled_16934\images\unlabelled_06208_92a8b8ffbb.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (5042).png
data\processed\unlabelled_16934\images\unlabelled_06209_dada4c254f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\covid_1497.png
data\processed\unlabelled_16934\images\unlabelled_06210_e0238283ca.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11534_ses-E22968_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06211_a644f387de.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (2877).png
data\processed\unlabelled_16934\images\unlabelled_06212_3cc656795a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5792).png
data\processed\unlabelled_16934\images\unlabelled_06213_ed018735a5.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\COVID-19\images\covid_2807.png
data\processed\unlabelled_16934\images\unlabelled_06214_10ab290e3d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09885_ses-E23371_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06215_6dca9483ad.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (9735).png
data\processed\unlabelled_16934\images\unlabelled_06216_299521cee7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S12300_ses-E24468_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_06217_093a6b0ad3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_2982.png
data\processed\unlabelled_16934\images\unlabelled_06218_421ee96838.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6369).png
data\processed\unlabelled_16934\images\unlabelled_06219_23d2688040.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (5551).png
data\processed\unlabelled_16934\images\unlabelled_06220_7cf3e956bc.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4317.png
data\processed\unlabelled_16934\images\unlabelled_06221_200e8d15d5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2663).png
data\processed\unlabelled_16934\images\unlabelled_06222_980238e469.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3489.png
data\processed\unlabelled_16934\images\unlabelled_06223_36b03031c3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10762_ses-E25719_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_06224_24aa12ac25.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S09708_ses-E16636_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06225_0699df2af9.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_1113.png
data\processed\unlabelled_16934\images\unlabelled_06226_e58eb0e7f2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S09468_ses-E19891_run-1_bp-chest_vp-pa_cr.png
data\processed\unlabelled_16934\images\unlabelled_06227_71babba349.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (6219).png
data\processed\unlabelled_16934\images\unlabelled_06228_ed012f96f2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3343).png
data\processed\unlabelled_16934\images\unlabelled_06229_8356e057c0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (6122).png
data\processed\unlabelled_16934\images\unlabelled_06230_b48116ceb0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8720).png
data\processed\unlabelled_16934\images\unlabelled_06231_4e32611bf9.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (4881).png
data\processed\unlabelled_16934\images\unlabelled_06232_51ca16d71e.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_692.png
data\processed\unlabelled_16934\images\unlabelled_06233_0a4c258a96.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (26).png
data\processed\unlabelled_16934\images\unlabelled_06234_666102ee3c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6508).png
data\processed\unlabelled_16934\images\unlabelled_06235_6fcfd93ae8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (10096).png
data\processed\unlabelled_16934\images\unlabelled_06236_2b92def55b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_3605.png
data\processed\unlabelled_16934\images\unlabelled_06237_f5ee59c4f8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5184).png
data\processed\unlabelled_16934\images\unlabelled_06238_7f4439ffce.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10322_ses-E20156_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06239_2876b0d7e2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1936).png
data\processed\unlabelled_16934\images\unlabelled_06240_2908505e3c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (1934).png
data\processed\unlabelled_16934\images\unlabelled_06241_074fd91a1c.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_706.png
data\processed\unlabelled_16934\images\unlabelled_06242_ab8b1b425a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S09348_ses-E16556_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06243_69532e5d92.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (161).png
data\processed\unlabelled_16934\images\unlabelled_06244_aa8e9d85de.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (8040).png
data\processed\unlabelled_16934\images\unlabelled_06245_cb61f7d640.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\covid_1237.png
data\processed\unlabelled_16934\images\unlabelled_06246_dbf8323d49.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_3534.png
data\processed\unlabelled_16934\images\unlabelled_06247_d3fe0af465.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4060).png
data\processed\unlabelled_16934\images\unlabelled_06248_f359ae2b78.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5080).png
data\processed\unlabelled_16934\images\unlabelled_06249_d487bebde2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (929).png
data\processed\unlabelled_16934\images\unlabelled_06250_cbf3dd5b8c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09878_ses-E24896_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_06251_6ee759fc82.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11979).png
data\processed\unlabelled_16934\images\unlabelled_06252_7fc0923f40.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1430).png
data\processed\unlabelled_16934\images\unlabelled_06253_064b2b21b7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9982).png
data\processed\unlabelled_16934\images\unlabelled_06254_9cbbd87241.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_1560.png
data\processed\unlabelled_16934\images\unlabelled_06255_b089414f4d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (1412).png
data\processed\unlabelled_16934\images\unlabelled_06256_91a15197eb.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_982.png
data\processed\unlabelled_16934\images\unlabelled_06257_6f165abadf.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S09420_ses-E16229_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06258_761a382baf.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\sub-S12151_ses-E23988_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_06259_bc5885e5b1.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_749.png
data\processed\unlabelled_16934\images\unlabelled_06260_38c1b07083.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_3217.png
data\processed\unlabelled_16934\images\unlabelled_06261_67c128f1da.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09923_ses-E22806_run-2_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06262_9e9c069693.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9559).png
data\processed\unlabelled_16934\images\unlabelled_06263_89b11bb1c3.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_1989.png
data\processed\unlabelled_16934\images\unlabelled_06264_1fbf180b82.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7211).png
data\processed\unlabelled_16934\images\unlabelled_06265_a1aeedd1a8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4415.png
data\processed\unlabelled_16934\images\unlabelled_06266_43e4121760.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5861).png
data\processed\unlabelled_16934\images\unlabelled_06267_d44faee1c0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3118).png
data\processed\unlabelled_16934\images\unlabelled_06268_52fa04d608.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4017).png
data\processed\unlabelled_16934\images\unlabelled_06269_166f2a4924.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (279).png
data\processed\unlabelled_16934\images\unlabelled_06270_9976b584bf.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11389).png
data\processed\unlabelled_16934\images\unlabelled_06271_889dcdaa07.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3811).png
data\processed\unlabelled_16934\images\unlabelled_06272_405d6890b8.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4087.png
data\processed\unlabelled_16934\images\unlabelled_06273_f08154ab3e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2056).png
data\processed\unlabelled_16934\images\unlabelled_06274_71e4f1ca99.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8835).png
data\processed\unlabelled_16934\images\unlabelled_06275_2f6d538a98.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7946).png
data\processed\unlabelled_16934\images\unlabelled_06276_a44ca3feb0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (7079).png
data\processed\unlabelled_16934\images\unlabelled_06277_3ef896cf80.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (11998).png
data\processed\unlabelled_16934\images\unlabelled_06278_c4932ca5e7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2237).png
data\processed\unlabelled_16934\images\unlabelled_06279_bda077143b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_1158.png
data\processed\unlabelled_16934\images\unlabelled_06280_52bfc72136.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6169).png
data\processed\unlabelled_16934\images\unlabelled_06281_0f845c461b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10627_ses-E20196_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_06282_f90714ce0e.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_2505.png
data\processed\unlabelled_16934\images\unlabelled_06283_05cc2abf20.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (2039).png
data\processed\unlabelled_16934\images\unlabelled_06284_6209cdd465.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (11311).png
data\processed\unlabelled_16934\images\unlabelled_06285_3b9acc259a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Normal\images\Normal (9837).png
data\processed\unlabelled_16934\images\unlabelled_06286_7f3e7e6820.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\Non-COVID\images\non_COVID (629).png
data\processed\unlabelled_16934\images\unlabelled_06287_b4e50b0aab.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10935_ses-E25995_acq-1_run-1_bp-chest_vp-pa_dx.png
data\processed\unlabelled_16934\images\unlabelled_06288_082f2c7592.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (3250).png
data\processed\unlabelled_16934\images\unlabelled_06289_1525ee778a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\sub-S09436_ses-E17012_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06290_37ff08f8fd.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2751).png
data\processed\unlabelled_16934\images\unlabelled_06291_8a21335522.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2292).png
data\processed\unlabelled_16934\images\unlabelled_06292_ef92519384.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9926).png
data\processed\unlabelled_16934\images\unlabelled_06293_53ef4d6f97.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5963).png
data\processed\unlabelled_16934\images\unlabelled_06294_a2431d182a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (11131).png
data\processed\unlabelled_16934\images\unlabelled_06295_2856eeaa55.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4357.png
data\processed\unlabelled_16934\images\unlabelled_06296_1b94e50ab5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11333_ses-E20346_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_06297_0c54aeb63f.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (4665).png
data\processed\unlabelled_16934\images\unlabelled_06298_1833b48546.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Normal\images\Normal (8301).png
data\processed\unlabelled_16934\images\unlabelled_06299_5869748e67.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_944.png
data\processed\unlabelled_16934\images\unlabelled_06300_b4d100e2d6.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Val\Normal\images\Normal (630).png
data\processed\unlabelled_16934\images\unlabelled_06301_023e1a5683.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9500).png
data\processed\unlabelled_16934\images\unlabelled_06302_f68f727ba4.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4337).png
data\processed\unlabelled_16934\images\unlabelled_06303_0ec1c8c71a.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4104.png
data\processed\unlabelled_16934\images\unlabelled_06304_7127a800bf.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3282).png
data\processed\unlabelled_16934\images\unlabelled_06305_d969019230.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (2568).png
data\processed\unlabelled_16934\images\unlabelled_06306_908d4aa25c.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10900_ses-E22043_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_06307_37fa1ded30.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\Normal\images\Normal (167).png
data\processed\unlabelled_16934\images\unlabelled_06308_d65d20f343.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (10873).png
data\processed\unlabelled_16934\images\unlabelled_06309_f704f770d7.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10190_ses-E17607_run-1_bp-chest_vp-ap_cr.png
data\processed\unlabelled_16934\images\unlabelled_06310_4a658a258b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10228_ses-E18349_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06311_ca98ae48f0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (10943).png
data\processed\unlabelled_16934\images\unlabelled_06312_5376d91adb.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (11282).png
data\processed\unlabelled_16934\images\unlabelled_06313_30048c4fb1.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4552.png
data\processed\unlabelled_16934\images\unlabelled_06314_a5301d4527.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\Non-COVID\images\non_COVID (4102).png
data\processed\unlabelled_16934\images\unlabelled_06315_78f7e344a3.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\COVID-19\images\covid_2851.png
data\processed\unlabelled_16934\images\unlabelled_06316_f8c4abf314.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9897).png
data\processed\unlabelled_16934\images\unlabelled_06317_a705f24320.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_792.png
data\processed\unlabelled_16934\images\unlabelled_06318_fb87444b61.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_4537.png
data\processed\unlabelled_16934\images\unlabelled_06319_343d574a4d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3095).png
data\processed\unlabelled_16934\images\unlabelled_06320_7446d10a2b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5672).png
data\processed\unlabelled_16934\images\unlabelled_06321_ed924f5e90.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Train\COVID-19\images\covid_3959.png
data\processed\unlabelled_16934\images\unlabelled_06322_dc9247d0e5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (6162).png
data\processed\unlabelled_16934\images\unlabelled_06323_43b3111900.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\COVID-19\images\covid_1948.png
data\processed\unlabelled_16934\images\unlabelled_06324_84286e1ac5.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (3670).png
data\processed\unlabelled_16934\images\unlabelled_06325_273e156108.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Test\COVID-19\images\covid_3213.png
data\processed\unlabelled_16934\images\unlabelled_06326_02c8c4b510.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Val\Non-COVID\images\non_COVID (5067).png
data\processed\unlabelled_16934\images\unlabelled_06327_b588e089ab.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (4740).png
data\processed\unlabelled_16934\images\unlabelled_06328_f956e7c57d.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S10023_ses-E22543_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06329_fbd98a4696.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Val\Non-COVID\images\non_COVID (4895).png
data\processed\unlabelled_16934\images\unlabelled_06330_c672a0fff4.png,data\raw\covidqu\Infection Segmentation Data\Infection Segmentation Data\Test\Non-COVID\images\non_COVID (3387).png
data\processed\unlabelled_16934\images\unlabelled_06331_af9b620ca2.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (9176).png
data\processed\unlabelled_16934\images\unlabelled_06332_9b292a71b0.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\covid_4227.png
data\processed\unlabelled_16934\images\unlabelled_06333_e0f0e1d551.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Normal\images\Normal (6359).png
data\processed\unlabelled_16934\images\unlabelled_06334_e54171cd81.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\Non-COVID\images\non_COVID (6158).png
data\processed\unlabelled_16934\images\unlabelled_06335_0df6e19d7b.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S11360_ses-E20448_run-1_bp-chest_vp-ap_dx.png
data\processed\unlabelled_16934\images\unlabelled_06336_148e04a457.png,data\raw\covidqu\Lung Segmentation Data\Lung Segmentation Data\Train\COVID-19\images\sub-S09979_ses-E21899_run-1_bp-chest_vp-ap_cr.png
